timestamp,process_count,process_creation_rate,process_termination_rate,high_cpu_process_count,high_mem_process_count,avg_process_cpu,avg_process_memory,avg_process_rss,avg_process_vms,total_threads,zombie_process_count,root_process_count,avg_process_age_seconds,process_with_many_threads,suspicious_process_names,total_file_descriptors,system_cpu,avg_core_cpu,system_memory_percent,system_memory_used,system_memory_available,system_memory_total,swap_used_percent,swap_total,swap_used,disk_read_bytes,disk_write_bytes,disk_read_rate,disk_write_rate,disk_read_count,disk_write_count,disk_io_rate,logged_in_users,system_uptime,system_boot_time,cpu_usage_spike,memory_usage_spike,total_connections,tcp_connections,udp_connections,established_connections,listen_connections,time_wait_connections,syn_sent_connections,syn_recv_connections,close_wait_connections,fin_wait_connections,net_bytes_sent,net_bytes_recv,net_packets_sent,net_packets_recv,net_errors_in,net_errors_out,net_drops_in,net_drops_out,net_send_rate,net_recv_rate,net_packet_send_rate,net_packet_recv_rate,unique_source_ips,unique_dest_ips,new_source_ips,private_ip_connections,public_ip_connections,top_source_ip_count,top_source_ip,unique_local_ports,unique_remote_ports,well_known_port_connections,ephemeral_port_connections,suspicious_port_connections,port_scan_indicators,tcp_ratio,udp_ratio,tcp_udp_ratio,processes_with_net_activity,avg_connections_per_process,connection_creation_rate,connection_termination_rate,external_ip_count,loopback_connections,broadcast_connections,connection_churn_rate,connection_density,port_scanning_score,data_exfiltration_score,bandwidth_asymmetry,c2_communication_score,failed_connection_ratio,total_incoming_connections,total_outgoing_connections,unique_incoming_ips,unique_outgoing_ips,local_ips_count
2026-02-10 14:35:27,476,476,0,0,0,0.349871,0.164122,14140269,521505836665,2280,0,109,711451.46,2,0,0,6.508135,5.250000,84.044647,7219380224,1370554368,8589934592,71.287537,4294967296,3061776384,2159234793472,842567880704,0.000000,0.000000,91439798,29656453,0.000000,1,1631307,1769083024,6.508135,84.044647,48,41,7,29,11,0,1,0,0,0,19532776369,111761377133,28834553,92906250,0,0,0,98,0.000000,0.000000,0.000000,0.000000,17,8,17,1,31,12,127.0.0.1,35,15,0,32,0,0,0.854167,0.145833,5.857143,12,4.000000,44,0,31,12,0,0.916667,4.000000,0.000000,0.000000,0.000000,99.999915,0.000000,5,14,1,7,2
2026-02-10 14:35:37,477,2,1,0,1,0.271905,0.200395,17257632,516489751461,2240,0,110,709969.48,2,0,0,13.283208,9.623762,81.483078,6999343104,1590591488,8589934592,71.092224,4294967296,3053387776,2159302856704,842569342976,6805631.776395,146212.345440,91442665,29656552,6951844.121835,1,1631317,1769083024,6.775073,-2.561569,48,41,7,29,11,0,1,0,0,0,19532806599,111761501090,28834673,92906440,0,0,0,98,3022.692907,12394.440777,11.998781,18.998070,17,8,2,1,32,12,127.0.0.1,35,15,0,32,0,0,0.854167,0.145833,5.857143,12,4.000000,3,3,32,12,0,0.125000,4.000000,0.000000,0.000000,0.607879,0.000000,0.000000,5,15,1,8,2
